model,split,example_id,true_label,pred_label,parse_method,prompt_tokens,gen_tokens,total_tokens,latency_s,code_len_chars,system_sha1,system_len_chars,user_sha1,response_text
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1474,20,1494,0.3755981390004308,1841,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cee8f3891847f1d5f1ce1c837ca9247918b1a4d4,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1329,18,1347,0.2963834339989262,1100,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9f82808077d17c78f320d881d700f5d33db6b1a3,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1159,20,1179,0.27325598999959766,444,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e867ada5deb3fa8fee2765fb0b5ab7ea05aa4f0f,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n).,fallback,1347,18,1365,0.3087345969997841,944,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1b9416286646955273d273ceaf31979f5286fdc4,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1338,24,1362,0.37632810899958713,793,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fec8fef995a9db8f9ba9083581b24ef8a4017042,"
```json
{
 ""complexity"": ""linear""
}
```

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1843,19,1862,0.4617412490006245,3008,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e9c1e956b9a451a2c16d4cfb9fc240307fc8c186,"
{
 ""complexity"": ""linear""
}

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1348,20,1368,0.3315270809998765,1358,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4be84e5da9234c7dc2e664c7304a4b3efb52a7a0,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n).,fallback,1144,18,1162,0.2491754429993307,630,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9db0db21eed7f1f4bd56a97a981f671e930af8cd,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1167,18,1185,0.2515301060011552,676,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,8f694e32ea8b01cc1aacf6fc861bdddd22cd2ab9,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1271,24,1295,0.3495147300000099,661,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,abde1badcb05c4ebace58ecc9939ffd166b935e2,"
```json
{
 ""complexity"": ""linear""
}
```

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1287,20,1307,0.3121512289999373,810,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7c843e662080c0b58578850da889573caa1f6cd5,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1436,20,1456,0.3546226240014221,1233,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,31f5701c55dff46a02a61ba781fd3167a771c478,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1537,20,1557,0.38786180899842293,1857,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d6f98223f10748f524d9c032716b98ba7b7d53ea,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1196,20,1216,0.28202000800047244,594,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,09d11c5025f4b2a52fa415ed59894513c487a1c7,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1348,20,1368,0.3314047889998619,1314,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2b7ac00d80a5cfe242456e5eabe27a4b79172339,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1290,20,1310,0.3131963900013943,850,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f071117a7a6073942b47a41d6c2e990ebcd4f236,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the above code is o(n log n,fallback,1126,21,1147,0.276061860999107,510,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7903ed93fefe713462e24d65c69e067395d877a4,"The time complexity of the above code is O(n log n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1215,18,1233,0.2684504820008442,825,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,12d08dde0b794e953590b3c4d71339652f6f36e6,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n),fallback,1317,20,1337,0.3172775240000192,859,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4e187abed597ca3659e3da285a0f0451feb16534,"The time complexity of the code is O(n log n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1167,20,1187,0.274701329999516,613,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f4feff82480d6e207aa7dcf332b770867942fc6a,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n).,fallback,1199,18,1217,0.258987941999294,543,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,b017a538713bb72fd929a1345d837ccdc921916c,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,substring,1359,16,1375,0.28664155099977506,1102,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3722aed85b04ad16d946247031d70354086eae73,"The time complexity of the code is linear.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n).,fallback,1176,18,1194,0.25686376999874483,676,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e43ee0a2c6f3fa5fc9f503d52b538cbb433f758c,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1426,20,1446,0.35249515999930736,1242,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1a24d7236b008e06f48e3a44ef17278b8e0221e9,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1160,20,1180,0.2726160259990138,442,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,10ddde722fd4085abdf94c26bdf66075d7bcf9bd,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1275,20,1295,0.30460983000011765,1011,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,592f1e5d505fa9d5426fbce991f66f3472991238,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1179,18,1197,0.25771685099971364,467,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a4c5b9b9ee45b176acb8fe43ce9d02524075efd8,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,"i'm sorry, but i'm not able to determine the time ",fallback,3017,32,3049,1.0380216570010816,6080,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1220f5aabc93d47619c80f61b05133f9066688be,"I'm sorry, but I'm not able to determine the time complexity of the code you provided.

Can you please provide me with more information"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1167,20,1187,0.2757867990003433,669,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3c16929ceda809a63dc01b64d964818490b92727,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1120,20,1140,0.26368229599938786,454,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,dfbc805628f9d7c85720c5e94b558a193a333a11,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1198,20,1218,0.28256625599897234,716,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,69a4d9f272b8e62f878f8567018855e0b3161286,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1408,18,1426,0.3255529399993975,1583,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1dd4c6b9b85aacd943e60466d1117bdf2d48f6a4,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n),fallback,1284,20,1304,0.3068620110007032,842,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d9852af356803756ef75cff7b265002e4617e9bd,"The time complexity of the code is O(n log n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1774,18,1792,0.4284517769992817,1860,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,cfd7b7d3d2e81cc7d3b283b7fb5fcf0b1d254e56,"{
 ""complexity"": ""linear""
}

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n).,fallback,1401,18,1419,0.325647169000149,1551,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d97d9c540bcd2faff1bbc96ac42b658f6a2f8562,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,substring,1635,16,1651,0.3658387310006219,1730,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,609f8959432320e7fc5f4c0b58debe16b2f4c333,"The time complexity of the code is linear.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1317,18,1335,0.29441712699917844,911,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e297c4b2c46adb8538b9f9a6ae1bbde907429e59,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1365,20,1385,0.3352504800004681,963,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,1684c3a2256e1829b9d70ce9ee315a69ff86a895,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1186,18,1204,0.258177778998288,678,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,7956e2c928e380fce24d78540c517cb06679399d,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1109,18,1127,0.23773522800001956,353,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,27908e07393d4069044076e9b69411e3462151bd,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n),fallback,1468,20,1488,0.376901692001411,1249,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,9bbaadec919174c935ef0510adc0d50910e0dab1,"The time complexity of the code is O(n log n)

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1603,18,1621,0.3852952510005707,2173,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bad507cc761b69f4411295bb289898813e73e227,"{
 ""complexity"": ""linear""
}

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1216,20,1236,0.2904198220003309,481,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,63ff33667f5598046d053568a990e66e371bf1ec,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1446,18,1464,0.33159534500009613,1193,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,083d5b0feeb78bc6c5d07eacbc99a9160ab18f8c,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1529,18,1547,0.3622641360016132,1462,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,813f709c2af7a4c562d3772f0dff59303980d28d,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1573,18,1591,0.3697683150003286,1938,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a1f018caf87c8de135aebaa005e637fa188d5ffd,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,2417,18,2435,0.6310685040007229,4931,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,a58bfae98670f584ee759e85ed43ea01f6fcab48,"{
 ""complexity"": ""linear""
}

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1221,18,1239,0.26732879700102785,595,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,4e4a79522713bb604f8c3b61de152dc9b83df6da,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1424,20,1444,0.35059211299994786,1139,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,d0f343223f507f8a727c7c35be812c7792d7836e,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1697,32,1729,0.5787022399999842,1957,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5c6a43c42f65c0944445c61fc7f53968e5e5aba9,"{
 ""complexity"": ""linear""
}

<|assistant|>
{
 ""complexity"": ""logn""
}"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1281,18,1299,0.2837515840001288,752,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,c8d9599b44d10fee72f8b9aaaf95f35dac53bcf2,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1554,20,1574,0.3914258749991859,2008,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,603147d0a6a94d336a7f59d965bbb3eef2b888d8,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1563,20,1583,0.3937052870005573,2009,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ef0b95d0f7c2fb98a0dae7615db96295a216fbf1,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1674,18,1692,0.4022823459999927,1831,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,088f8e4135a4c9568f27b1883f40340ddcec776e,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1611,18,1629,0.38564895800118393,2462,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3b628c073c77340106eb7ce27be8f4599fa6bf26,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1498,32,1530,0.5189742750008008,1207,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,e51cb97b03617c23e0ec182f891640b8ce97d188,"
```json
{
 ""complexity"": ""linear""
}
```

<|assistant|>

```json
{
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1256,18,1274,0.2780858669993904,898,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,727711ad9946a80ffe8ac5dc73700a77c50c9583,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1427,18,1445,0.33007729099881544,1622,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f1679fa9db8c693c93b05c481a5655710bf73aa2,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1175,18,1193,0.2567477550001058,607,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bc6797db4fef19828fb47a6849f02f5ceae81cf7,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1549,18,1567,0.36613577699972666,1524,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ef67f75b9eed352eed82bfb9f4629d9f16b89e3b,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1598,20,1618,0.40109701300025336,1592,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,5874f00b5793f33ef92a58e327466704d84e97cd,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1200,18,1218,0.25988939800117805,468,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,3688e128a092b6b927e3d839c9e85976c02c1b19,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n).,fallback,1468,18,1486,0.35252547199888795,1028,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,6a49204700e68d160cd824e9083ae396ba6dcf0d,"The time complexity of the code is O(n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1245,18,1263,0.27767923600003996,849,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,bf12b209e51304551ad3bc117c3195bf2f932572,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1443,20,1463,0.35505285500039463,1266,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,2211293c238de9533d0080fe9a0a9cf67b435e43,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1569,18,1587,0.36935722999987775,2057,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,ba360438a2e3a015e1780f03389bcc2fa96fb5bd,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1398,20,1418,0.3403395389996149,1144,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f0d716977377a582a76c0f8cbe67e307e2f22e7a,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1285,18,1303,0.2839687920004508,968,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,519e765bb180dab23ed18a626f3593c3172c895c,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,2253,18,2271,0.5914643859996431,3297,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,fc92318a54c9c38032295ccf2f10239bb17243d1,"
```text
{
 ""complexity"": ""linear""
}
```
"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1600,24,1624,0.45548874700034503,1629,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,347a89ff9817f108587a3266aca30caee0def6ad,"
```json
{
 ""complexity"": ""linear""
}
```

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1270,18,1288,0.2812193379995733,955,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,170eedda1f351c38c264086e981d1e61c83140ce,"The time complexity of the code is nlogn.

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,the time complexity of the code is o(n log n).,fallback,1610,20,1630,0.40852183799870545,2360,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,f63022c79f5ce30c090fff5e0583ecaeba9232f9,"The time complexity of the code is O(n log n).

"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,linear,json,1573,32,1605,0.5369989100017847,2026,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,c34879a6ee7ed2ec1f561ee9d9986ca224b2f2f5,"
{
 ""complexity"": ""linear""
}



















"
/home/jbeni/Desktop/School/CAP6640/Course Project/LLM_Code_Complexity_Pipeline/models/codellama-7b-instruct.Q4_K_M.gguf,java,,nlogn,logn,substring,1289,18,1307,0.2899647960002767,933,6d6c03ab91bcf098d755ebc570952bd9d282beb9,3794,322f9d943674d697d9e79b09ace11defeeb53ad7,"The time complexity of the code is nlogn.

"
